               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.054839,            0.062498,             0.03014,             0.65822,             0.30254,             0.28294,             0.17157,            0.029253,            0.032771,            0.014782,           0.0033326,           0.0033326,            0.070007
